model_key,dim_key,q_gate,sev_sum_gate,require_rule_match,status,recall,acc,delta_recall_vs_nollm,delta_acc_vs_nollm,pass_acc_guard,cache_variant_meta,result_csv
hds723030ala640,compact9,0.0,0.0,0,ok,100.0,98.95324326,70.0,-0.948938038999998,True,/root/autodl-tmp/StreamDFP/logs/framework_v1_phase3/hds723030ala640_compact9_q00_s00_r0_qwen35p20k_cache_variant.json,/root/autodl-tmp/StreamDFP/hi7_example/phase3_hds723030ala640_compact9_q00_s00_r0_qwen35p20k_D10_H05000_i10.csv
hds723030ala640,compact9,0.0,0.0,1,ok,100.0,98.95324326,70.0,-0.948938038999998,True,/root/autodl-tmp/StreamDFP/logs/framework_v1_phase3/hds723030ala640_compact9_q00_s00_r1_qwen35p20k_cache_variant.json,/root/autodl-tmp/StreamDFP/hi7_example/phase3_hds723030ala640_compact9_q00_s00_r1_qwen35p20k_D10_H05000_i10.csv
hds723030ala640,compact9,0.35,0.0,0,ok,100.0,98.95324326,70.0,-0.948938038999998,True,/root/autodl-tmp/StreamDFP/logs/framework_v1_phase3/hds723030ala640_compact9_q35_s00_r0_qwen35p20k_cache_variant.json,/root/autodl-tmp/StreamDFP/hi7_example/phase3_hds723030ala640_compact9_q35_s00_r0_qwen35p20k_D10_H05000_i10.csv
hds723030ala640,compact9,0.35,0.0,1,ok,100.0,98.95324326,70.0,-0.948938038999998,True,/root/autodl-tmp/StreamDFP/logs/framework_v1_phase3/hds723030ala640_compact9_q35_s00_r1_qwen35p20k_cache_variant.json,/root/autodl-tmp/StreamDFP/hi7_example/phase3_hds723030ala640_compact9_q35_s00_r1_qwen35p20k_D10_H05000_i10.csv
hds723030ala640,compact9,0.55,0.0,0,ok,100.0,98.95324326,70.0,-0.948938038999998,True,/root/autodl-tmp/StreamDFP/logs/framework_v1_phase3/hds723030ala640_compact9_q55_s00_r0_qwen35p20k_cache_variant.json,/root/autodl-tmp/StreamDFP/hi7_example/phase3_hds723030ala640_compact9_q55_s00_r0_qwen35p20k_D10_H05000_i10.csv
hds723030ala640,compact9,0.55,0.0,1,ok,100.0,98.95324326,70.0,-0.948938038999998,True,/root/autodl-tmp/StreamDFP/logs/framework_v1_phase3/hds723030ala640_compact9_q55_s00_r1_qwen35p20k_cache_variant.json,/root/autodl-tmp/StreamDFP/hi7_example/phase3_hds723030ala640_compact9_q55_s00_r1_qwen35p20k_D10_H05000_i10.csv
hds723030ala640,compact9,0.0,0.8,0,ok,100.0,98.82601287000001,70.0,-1.0761684289999778,False,/root/autodl-tmp/StreamDFP/logs/framework_v1_phase3/hds723030ala640_compact9_q00_s08_r0_qwen35p20k_cache_variant.json,/root/autodl-tmp/StreamDFP/hi7_example/phase3_hds723030ala640_compact9_q00_s08_r0_qwen35p20k_D10_H05000_i10.csv
hds723030ala640,compact9,0.0,0.8,1,ok,100.0,98.82601287000001,70.0,-1.0761684289999778,False,/root/autodl-tmp/StreamDFP/logs/framework_v1_phase3/hds723030ala640_compact9_q00_s08_r1_qwen35p20k_cache_variant.json,/root/autodl-tmp/StreamDFP/hi7_example/phase3_hds723030ala640_compact9_q00_s08_r1_qwen35p20k_D10_H05000_i10.csv
hds723030ala640,compact9,0.35,0.8,0,ok,100.0,98.82601287000001,70.0,-1.0761684289999778,False,/root/autodl-tmp/StreamDFP/logs/framework_v1_phase3/hds723030ala640_compact9_q35_s08_r0_qwen35p20k_cache_variant.json,/root/autodl-tmp/StreamDFP/hi7_example/phase3_hds723030ala640_compact9_q35_s08_r0_qwen35p20k_D10_H05000_i10.csv
hds723030ala640,compact9,0.35,0.8,1,ok,100.0,98.82601287000001,70.0,-1.0761684289999778,False,/root/autodl-tmp/StreamDFP/logs/framework_v1_phase3/hds723030ala640_compact9_q35_s08_r1_qwen35p20k_cache_variant.json,/root/autodl-tmp/StreamDFP/hi7_example/phase3_hds723030ala640_compact9_q35_s08_r1_qwen35p20k_D10_H05000_i10.csv
